OID_,epafacilityid,epafacilityid_str,lastoffacilityname,lastofparentcompanyname,maxofreceiptdate,lastoffacilityduns,lastoffacilitystr1,lastoffacilitystr2,lastoffacilitycity,lastoffacilitystate,lastoffacilityzipcode,lastofcounty_name,firstofnaicscode,firstofnaics_description,latitude,longitude,lastofhorizontalrefdatumcode,lastoflatlongdescription,feat_desc,lastoffte,oshapsm,epcra302,caa_titlev,clearairoppermitid,lastofsafetyinspectiondate,lastofsafetyinspectionby,deregistrationdate,deregistrationreasoncode,safety_rating
14114,1E+11,EPA100000175204,Brandon Shores Power Plant,Talen Energy Corp,7-May-21,0,2030 Brandon Shores Road,,Baltimore,MD,21226,ANNE ARUNDEL,221112,Fossil Fuel Electric Power Generation,39.180832,-76.53833,2,PC,Process Unit Area Centroid,135,0,1,1,2400300468,19-Jan-05,EPA,,,4
14142,1E+11,EPA100000175801,Mid-Atlantic Replenishment Center,Perdue Foods LLC.,17-Jul-19,2187271,5155 Chudoba Parkway,,Prince George,VA,23875,PRINCE GEORGE,49312,Refrigerated Warehousing and Storage,37.097137,-77.310837,2,PU,Process Unit,464,1,1,0,,4-Aug-10,State environmental agency,,,2
14168,1E+11,EPA100000176436,Defense Distribution Norfolk Virginia (DDNV),Defense Logistics Agency,3-Aug-11,0,CEP-156,1933 Cold Storage Road,Norfolk,VA,23511,NORFOLK (CITY),49312,Refrigerated Warehousing and Storage,36.941666,-76.323891,2,CE,Center of Facility,2,1,1,1,VA60941,6-Jul-10,HDR/e2M,28-Apr-14,2,3
14289,1E+11,EPA100000178773,Chesterfield Power Station,"Dominion Energy, Inc.",19-May-17,556833242,500 Coxendale Road,,Chester,VA,23836,CHESTERFIELD,221112,Fossil Fuel Electric Power Generation,37.381527,-77.384583,2,ST,Storage Tank,260,1,1,1,PRO-50396,,Never had one,,,5
14308,1E+11,EPA100000179139,Suffolk Cold Storage,Wanchese Fish Company,6-Mar-20,0,2000 Northgate Commerce Parkway,,Suffolk,VA,23435,SUFFOLK (CITY),49312,Refrigerated Warehousing and Storage,36.81361,-76.476669,2,PG,Plant Entrance (General),200,1,1,0,,30-Oct-19,EPA,,,3
14421,1E+11,EPA100000181554,Wal-Mart Distribution Center #7016,"Wal-Mart Stores, Inc.",2-Mar-18,51957769,10695 Freedom Trail,,Gordonsville,VA,22942,LOUISA,49312,Refrigerated Warehousing and Storage,37.984051,-78.200027,2,CE,Center of Facility,889,1,1,0,,24-Aug-17,Louisa County Water Authority,,,1
14433,1E+11,EPA100000181796,"Phillips Headquarters, LLC","Phillips Foods, Inc.",21-May-10,0,1215 Fort Avenue,,Baltimore,MD,21230,BALTIMORE CITY,49312,Refrigerated Warehousing and Storage,39.269722,-76.597221,2,CE,Center of Facility,150,1,1,0,,24-Feb-10,EPA,6-Apr-15,3,4
14488,1E+11,EPA100000182893,Customized Distribution Center - Elkton,"Kenneth O. Lester Company, Inc.",25-Oct-18,0,1520 Elkton Road,,Elkton,MD,21921,CECIL,49312,Refrigerated Warehousing and Storage,39.646465,-75.792809,2,ST,Storage Tank,239,1,1,0,,6-Dec-16,EPA,,,2
14494,1E+11,EPA100000182991,Giant Food LLC - Fresh Food Facility,Giant Food LLC,20-Sep-21,136097859,8580 Old Dorsey Run Road,,Jessup,MD,20794,HOWARD,49312,Refrigerated Warehousing and Storage,39.139168,-76.798058,2,PU,Process Unit,420,1,0,0,,10-Jul-18,Fire Department,,,2
14596,1E+11,EPA100000184944,"JMS Foodservice, LLC - Suffolk",The J.M. Smucker Company,11-Jun-19,0,1368 Progress Road,,Suffolk,VA,23434,SUFFOLK (CITY),31192,Coffee and Tea Manufacturing,36.770832,-76.538887,2,OT,Other,80,1,1,0,,27-Feb-19,EPA,,,1
14609,1E+11,EPA100000185131,Evonik Corporation,Evonik Industries,27-Nov-19,99605842,914 East Randolph Road,,Hopewell,VA,23860,HOPEWELL (CITY),325613,Surface Active Agent Manufacturing,37.292778,-77.26783,2,AB,Administrative Building,130,1,1,0,,27-Nov-18,State environmental agency,,,1
14614,1E+11,EPA100000185275,Tenaska Virginia Generating Station,"Tenaska Virginia Partners, LP",15-May-19,0,2300 Branch Road,,Scottsville,VA,24590,FLUVANNA,221112,Fossil Fuel Electric Power Generation,37.867649,-78.380699,2,CE,Center of Facility,29,1,1,1,40995,22-Jun-17,OSHA,,,2
14615,1E+11,EPA100000185284,Cargill Meat Solutions -Timberville VA,"Cargill Meat Solutions, Corporation",30-Jun-17,6249189,480 Co-op Drive,,Timberville,VA,22853,ROCKINGHAM,311615,Poultry Processing,38.634914,-78.783318,2,PU,Process Unit,300,1,1,0,,23-May-17,EPA,,,1
14624,1E+11,EPA100000185578,"Greenwood, DE","Willard Agri-Service, Inc",3-Jun-19,0,22272 South Dupont Highway,,Greenwood,DE,19950,KENT,325314,Fertilizer (Mixing Only) Manufacturing,38.852322,-75.581886,2,ST,Storage Tank,14,1,1,0,,9-Jun-15,Insurance Company,,,4
14829,1E+11,EPA100000189681,"Save A Lot Williamsport, MD",Save A Lot Inc.,6-Nov-19,0,9822 Prosperity Lane,,Williamsport,MD,21795,WASHINGTON,42441,General Line Grocery Merchant Wholesalers,39.583839,-77.809952,2,PC,Process Unit Area Centroid,87,1,1,0,,6-Jun-19,Ammonia Safety Management,,,5
14843,1E+11,EPA100000189967,Burris Logistics - Elkton Maryland,"Burris Logistics, Inc.",4-Nov-16,623648909,451 Fletchwood Road,,Elkton,MD,21921,CECIL,49312,Refrigerated Warehousing and Storage,39.653233,-75.805359,2,ST,Storage Tank,330,1,1,0,,5-Apr-16,Local LEPC,,,3
14906,1E+11,EPA100000190946,Salem Water Treatment Plant,"City of Salem, Virginia",6-Aug-19,0,1300 Tidewater Street,,Salem,VA,21453,SALEM (CITY),22131,Water Supply and Irrigation Systems,37.287498,-80.07917,2,CE,Center of Facility,40,1,0,0,,13-Jun-17,OSHA,,,2
14957,1E+11,EPA100000192007,Sysco Northeast Redistribution Center,"Sysco Merchandising and Supply Chain Services, Inc",27-Mar-20,0,1000 Baugh Drive,,Front Royal,VA,22630,WARREN,49312,Refrigerated Warehousing and Storage,38.994015,-78.169586,2,ST,Storage Tank,285,1,1,0,,6-Jun-19,OSHA,,,4
15015,1E+11,EPA100000192846,"Distribution Plus, Inc.",,6-Oct-15,69284123,1000 Prince Georges Blvd,,Upper Marlboro,MD,20774,PRINCE GEORGE'S,49312,Refrigerated Warehousing and Storage,38.873547,-76.725563,2,CE,Center of Facility,377,1,1,0,,10-May-07,EPA,20-Nov-20,3,1
15050,1E+11,EPA100000193417,"Boar's Head Provisions Co., Inc. - Petersburg","Boar's Head Provisions Co., Inc",14-Dec-18,21962688,1950 Industry Place,,Petersburg,VA,23805,PETERSBURG (CITY),49312,Refrigerated Warehousing and Storage,37.175861,-77.412537,2,PU,Process Unit,300,1,1,0,,6-Feb-14,State occupational safety agency,,,4
15122,1E+11,EPA100000194657,Grace - Davison  Curtis Bay,W R Grace & Co. -- Conn,9-Aug-18,3093606,5500 Chemical Road,,Baltimore,MD,21226,BALTIMORE,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,39.21611,-76.57,2,PC,Process Unit Area Centroid,500,1,1,1,24-510-00076,3-Aug-18,Fire Department,,,1
15244,1E+11,EPA100000196496,"Food City Distribution Center, Inc.",K-VA-T Food Stores,11-May-21,0,26331 Hillman Highway,,Abingdon,VA,24210,WASHINGTON,49312,Refrigerated Warehousing and Storage,36.74828,-81.90242,2,ST,Storage Tank,860,1,1,0,,22-Mar-21,Fire Department,,,2
15392,1E+11,EPA100000198902,"Sysco Eastern Maryland, LLC.",SYSCO Corporation,23-Jun-21,53945259,33300 Peach Orchard Road,,Pocomoke City,MD,21851,SOMERSET,42449,Other Grocery and Related Products Merchant Wholesalers,38.082916,-75.602997,2,CE,Center of Facility,275,1,1,0,,16-Mar-16,MSG management strategies group,,,4
15408,1E+11,EPA100000199162,"Maryland and Virginia Milk, Laurel LLC",Maryland & Virginia Milk Producers,9-Apr-21,0,8321 Leishear Rd.,,Laurel,MD,20723,HOWARD,311512,Creamery Butter Manufacturing,39.142105,-76.870186,2,CE,Center of Facility,78,1,1,1,24-027-00052,11-Jun-20,State occupational safety agency,,,1
15465,1E+11,EPA100000200249,"United States Cold Storage, Harrisonburg","United States Cold Storage, Inc.",6-Jun-19,0,780 Pleasant Valley Road,,Harrisonburg,VA,22801,HARRISONBURG (CITY),49312,Refrigerated Warehousing and Storage,38.396217,-78.89753,2,CE,Center of Facility,31,1,1,0,,28-Mar-19,Harrisonburg Fire Marshall,,,5
15470,1E+11,EPA100000200338,"Airgas - Hopewell, VA. Plant","Air Liquide USA, LLC",20-Sep-17,78301808,103 Industrial St,,Hopewell,VA,23860,HOPEWELL (CITY),32512,Industrial Gas Manufacturing,37.303612,-77.278053,2,PC,Process Unit Area Centroid,54,1,1,0,,5-Apr-16,EPA,,,1
15474,1E+11,EPA100000200383,"Taylor Farms Maryland, Inc.",Taylor Fresh Foods,18-Jan-19,97773365,9055 Junction Drive,,Annapolis Junction,MD,20701,HOWARD,311991,Perishable Prepared Food Manufacturing,39.12384,-76.802063,2,PC,Process Unit Area Centroid,450,1,1,0,,21-Feb-18,Fire Department,,,2
15619,1E+11,EPA100000202871,"Lancaster Foods, LLC","Guest Services, Inc.",12-Nov-18,0,7700 Conowingo Avenue,,Jessup,MD,20794,HOWARD,42448,Fresh Fruit and Vegetable Merchant Wholesalers,39.163799,-76.787102,2,ST,Storage Tank,700,1,1,0,,27-Apr-18,Fire Department,,,1
15727,1E+11,EPA100000204806,Chemsolv Inc,,12-Sep-19,98448251,"1140 Industry Avenue, SE",,Roanoke,VA,24013,ROANOKE (CITY),42469,Other Chemical and Allied Products Merchant Wholesalers,37.256519,-79.917435,2,OT,Other,67,1,1,0,,30-May-19,Fire Department,,,2
15748,1E+11,EPA100000205173,"Land-O-Sun Dairies, LLC (DBA PET Dairy) Richmond","Land-O-Sun Dairies, LLC",5-Mar-14,832028729,1505 Robin Hood Road,,Richmond,VA,23220,RICHMOND (CITY),311511,Fluid Milk Manufacturing,37.57135,-77.455811,2,PG,Plant Entrance (General),127,1,1,0,,1-Jun-00,OSHA,7-Dec-17,4,1
15765,1E+11,EPA100000205912,"J.H. Miles & Co., Inc.",,31-Mar-14,3180080,902 Southampton Ave.,,Norfolk,VA,23510,NORFOLK (CITY),31171,Seafood Product Preparation and Packaging,36.858891,-76.308777,2,PU,Process Unit,21,0,1,1,60750,,EPA,23-Jun-15,3,1
15819,1E+11,EPA100000206939,Rinchem Company,,15-Jul-09,2208627,202 West Wyck Street,,Winchester,VA,22601,FREDERICK,49311,General Warehousing and Storage,39.194599,-78.164284,2,CE,Center of Facility,4,0,1,0,,,Never had one,16-Jul-14,1,1
15831,1E+11,EPA100000207581,"MTC Logistics, Inc.",,25-Apr-19,0,4851 Holabird Ave.,,Baltimore,MD,21224,BALTIMORE CITY,49312,Refrigerated Warehousing and Storage,39.269451,-76.553558,2,AB,Administrative Building,45,1,1,0,,23-Aug-18,Fire Department,,,3
15905,1E+11,EPA100000209231,Costco Wholesale Frederick Combo Depot #1053,,23-Jan-18,0,5236 Intercoastal Drive,,Monrovia,MD,21770,FREDERICK,49312,Refrigerated Warehousing and Storage,39.374714,-77.280922,2,CE,Center of Facility,150,1,1,0,,1-Aug-13,Customers Come First,,,4
15988,1E+11,EPA100000211344,Marva Maid Dairy,Maryland and Virginia Milk Producers Co-op,25-Mar-21,23821473,5500 Chestnut Ave,,Newport News,VA,23605,NEWPORT NEWS (CITY),31151,Dairy Product (except Frozen) Manufacturing,37.006821,-76.417435,2,CE,Center of Facility,178,1,1,0,,6-Mar-15,Fire Department,,,1
16083,1E+11,EPA100000213271,COVINGTON WATER TREATMENT PLANT,,18-Mar-21,0,1440 NORTH ALLEGHANY AVE,,COVINGTON,VA,24426,ALLEGHANY,22131,Water Supply and Irrigation Systems,37.810848,-79.988113,2,FC,Facility Centroid,7,1,1,0,,30-Sep-09,State occupational safety agency,,,2
16173,1E+11,EPA100000215162,Indian River Generating Station,"NRG Energy, Inc.",15-May-17,0,29416 Power Plant Road,,Dagsboro,DE,19939,SUSSEX,221112,Fossil Fuel Electric Power Generation,38.585636,-75.234818,2,CE,Center of Facility,150,0,1,1,AQM-005/00001,,Never had one,,,2
16205,1E+11,EPA100000215867,"Kemira Water Solutions, Inc.","Kemira Water Solutions, Inc.",24-Sep-19,830917519,3925 Fort Armistead Road,,Baltimore,MD,21226,BALTIMORE CITY,32518,Other Basic Inorganic Chemical Manufacturing,39.208,-76.5429,2,PG,Plant Entrance (General),20,1,1,0,,6-Dec-18,EPA,,,1
16259,1E+11,EPA100000217106,Milford Terminal Company LLC,NGL Supply Terminals Company,5-May-20,0,16014 Industrial Drive,,Milford,VA,22514,CAROLINE,42471,Petroleum Bulk Stations and Terminals,38.004841,-77.369423,2,AB,Administrative Building,2,1,0,0,,16-Dec-19,FRA,,,3
16676,1E+11,EPA100000226659,"Protenergy Natural Foods, Inc.","Tree House Foods, Inc.",9-Sep-19,46333789,904 Woods Road,,Cambridge,MD,21613,DORCHESTER,31199,All Other Food Manufacturing,38.552322,-76.063927,2,PU,Process Unit,185,1,1,0,,22-Feb-17,General Refrigeration,,,4
16704,1E+11,EPA100000227293,Gordon Food Service,,5-Jan-18,6409908,504 Advantage Way,,Aberdeen,MD,21001,HARFORD,49312,Refrigerated Warehousing and Storage,39.475861,-76.193031,2,AS,Air Release Stack,180,1,1,0,,30-Oct-17,FM Global Insurance,,,2
16747,1E+11,EPA100000228309,Petroleum Fuel & Terminal Company,,12-Mar-19,0,1600 South Haven Street,,Baltimore,MD,21224,BALTIMORE CITY,49319,Other Warehousing and Storage,39.273506,-76.569473,2,CE,Center of Facility,17,1,1,1,24-510-1923,28-Feb-19,Fire Department,,,1
16748,1E+11,EPA100000228318,Petroleum Fuel and Terminal Co.,,11-Mar-19,58548368,5101 Erdman Ave.,,Baltimore,MD,21205,BALTIMORE CITY,49319,Other Warehousing and Storage,39.305363,-76.557388,2,CE,Center of Facility,9,1,1,1,24-510-0677,7-Mar-19,Fire Department,,,1
16755,1E+11,EPA100000228425,Center Point Terminal Baltimore LLC,,13-Mar-19,0,3100 Vera Street,,Baltimore,MD,21226,BALTIMORE CITY,49319,Other Warehousing and Storage,39.239346,-76.575844,2,CE,Center of Facility,7,1,1,1,24-510-0730,9-Feb-18,Fire Department,,,4
16875,1E+11,EPA100000230895,Fareva Richmond Inc.,,12-Mar-18,969523245,2248 Darbytown Road,,Henrico,VA,23231,HENRICO,325412,Pharmaceutical Preparation Manufacturing,37.487564,-77.366188,2,PP,Plant Entrance (Personnel),680,1,1,0,,19-Sep-19,State occupational safety agency,,,2
16914,1E+11,EPA100000231876,Maryland & Virginia Milk Producers-Farm Supply War,"Maryland & Virginia Milk Producers Coop Assn, Inc.",8-Feb-16,3239563,7432 Grove Road,,Frederick,MD,21704,FREDERICK,42491,Farm Supplies Merchant Wholesalers,39.391495,-77.406647,2,CE,Center of Facility,10,1,1,0,,1-Oct-15,OSHA,3-Nov-16,3,2
16960,1E+11,EPA100000233151,Performance Foodservice-Virginia,Performance Food Group,3-Aug-21,17431466,7422 Ranco Road,,Richmond,VA,23228,HENRICO,42441,General Line Grocery Merchant Wholesalers,37.622444,-77.498085,2,ST,Storage Tank,330,1,1,0,,13-Feb-20,Fire Department,,,3
17072,1E+11,EPA100000235989,"Ardent Mills, LLC","Ardent Mills, LLC",27-Dec-17,32827243,1900 Industry Drive,,Culpeper,VA,22701,CULPEPER,311211,Flour Milling,38.451416,-77.991379,2,CE,Center of Facility,30,1,1,0,,,OSHA,,,1
17464,1E+11,EPA100000247271,Lineage Logistics Portsmouth,,5-Aug-21,0,3200 Lineage Way,,Portsmouth,VA,23703,PORTSMOUTH (CITY),49312,Refrigerated Warehousing and Storage,36.862896,-76.342392,2,PU,Process Unit,90,1,1,0,,,Never had one,,,2
